,name,review_count,rating,address,zipcode,city,coordinates,phone,lat,lng,category
886,Irma's Mexican Restaurant,213,4.0,"'123 S Silver Ave', 'Deming, NM 88030'",88030,Deming,"{'latitude': 32.2679410119664, 'longitude': -107.757285770829}",(575) 544-4580,32.2679410119664,-107.757285770829,Restaurant
887,Deming Truckstop,28,3.5,"'1310 W Spruce St', 'Deming, NM 88030'",88030,Deming,"{'latitude': 32.266106, 'longitude': -107.774346}",(720) 620-3333,32.266106,-107.774346,Restaurant
888,Apache Homelands,8,4.5,"'I-10 W', 'Luna, NM 88030'",88030,Luna,"{'latitude': 32.241237, 'longitude': -107.420103}",(575) 544-0073,32.241237,-107.420103,Restaurant
889,Taco Bell,13,4.0,"'606 West Pine Street', 'Deming, NM 88030'",88030,Deming,"{'latitude': 32.267781, 'longitude': -107.765043}",(575) 544-4484,32.267781,-107.765043,Restaurant
890,Burger King,17,2.5,"'125 N Gold St', 'Deming, NM 88030'",88030,Deming,"{'latitude': 32.269734510142136, 'longitude': -107.7583237}",(575) 546-3087,32.269734510142136,-107.7583237,Restaurant
891,Lulu's Pizzeria & Family Restaurant,98,4.0,"'151 Hazard Ave', 'Enfield, CT 06082'",06082,Enfield,"{'latitude': 41.9877145791773, 'longitude': -72.5574706693103}",(860) 763-2377,41.9877145791773,-72.5574706693103,Restaurant
892,ShopRite of Enfield,13,3.5,"'40 Hazard Ave', 'Enfield, CT 06082'",06082,Enfield,"{'latitude': 41.987872, 'longitude': -72.578326}",(860) 745-1621,41.987872,-72.578326,Restaurant
893,Salmon Run Fish House,169,3.5,"'78 Main St', 'Lee, MA 01238'",01238,Lee,"{'latitude': 42.3060492, 'longitude': -73.2495023}",(413) 243-3900,42.3060492,-73.2495023,Restaurant
894,Subway,4,1.5,"'50 Water St', 'Unit H380D', 'Lee, MA 01238'",01238,Lee,"{'latitude': 42.2939716705806, 'longitude': -73.2335782123031}",(413) 243-8292,42.2939716705806,-73.2335782123031,Restaurant
895,Subway,3,3.0,"'236 Main St', 'Lee, MA 01238'",01238,Lee,"{'latitude': 42.3092762, 'longitude': -73.2511555276127}",(413) 243-4142,42.3092762,-73.2511555276127,Restaurant
896,The Vegan Nest Café,76,4.0,"'6 Waldo St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.265762, 'longitude': -71.8001351527786}",(508) 333-0095,42.265762,-71.8001351527786,Restaurant
897,Belmont Vegetarian Restaurant,306,4.5,"'157 Belmont St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.27261, 'longitude': -71.78909}",(508) 798-8898,42.27261,-71.78909,Restaurant
898,foodbeat,14,5.0,"'667 W Boylston St', 'Worcester, MA 01606'",01606,Worcester,"{'latitude': 42.31473, 'longitude': -71.79707}",(774) 530-6941,42.31473,-71.79707,Restaurant
899,The Rose Room,27,5.0,"'4 E Main St', 'Webster, MA 01570'",01570,Webster,"{'latitude': 42.054225, 'longitude': -71.877818}",(508) 461-5344,42.054225,-71.877818,Restaurant
900,B Kind Cafe,9,4.5,"'8 Davis St', 'Webster, MA 01570'",01570,Webster,"{'latitude': 42.04953617, 'longitude': -71.88446617}",(508) 461-7662,42.04953617,-71.88446617,Restaurant
901,NU Kitchen,325,4.0,"'335 Chandler St', 'Worcester, MA 01602'",01602,Worcester,"{'latitude': 42.263, 'longitude': -71.8268499}",(508) 926-8800,42.263,-71.8268499,Restaurant
902,Mountainside Bakery & Cafe,64,4.5,"'213 Mountain Rd', 'Princeton, MA 01541'",01541,Princeton,"{'latitude': 42.475367139192, 'longitude': -71.8835869731025}",(978) 464-0300,42.475367139192,-71.8835869731025,Restaurant
903,110 Grill,76,4.0,"'307 Market Dr', 'Athol, MA 01331'",01331,Athol,"{'latitude': 42.580767, 'longitude': -72.187031}",(978) 830-4601,42.580767,-72.187031,Restaurant
904,Isador's Organics,53,4.5,"'261 Main St', 'Oxford, MA 01540'",01540,Oxford,"{'latitude': 42.113887, 'longitude': -71.865664}",(508) 987-1211,42.113887,-71.865664,Restaurant
905,Zapata Mexican Cocina,179,4.5,"'23 Lunenburg St', 'Fitchburg, MA 01420'",01420,Fitchburg,"{'latitude': 42.582014101200286, 'longitude': -71.78972586982965}",(978) 696-5144,42.582014101200286,-71.78972586982965,Restaurant
906,Loving Hut,153,4.0,"'415 Chandler St', 'Worcester, MA 01602'",01602,Worcester,"{'latitude': 42.2638843, 'longitude': -71.8331715}",(508) 459-0367,42.2638843,-71.8331715,Restaurant
907,The Fix,852,4.0,"'108 Grove St', 'Worcester, MA 01605'",01605,Worcester,"{'latitude': 42.276755, 'longitude': -71.801391}",(774) 823-3327,42.276755,-71.801391,Restaurant
908,Che Empanadas,24,5.0,"'19 Kelley Sq', 'Worcester, MA 01610'",01610,Worcester,"{'latitude': 42.254739, 'longitude': -71.797363}",(781) 268-7782,42.254739,-71.797363,Restaurant
909,Rice Violet,127,4.0,"'287 Main St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.2662802, 'longitude': -71.8008389}",(508) 770-1000,42.2662802,-71.8008389,Restaurant
910,The Burger Bah,22,4.5,"'160 Green St', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.25585728356456, 'longitude': -71.7977432}",(774) 502-5567,42.25585728356456,-71.7977432,Restaurant
911,Deadhorse Hill,289,4.5,"'281 Main St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.2663861, 'longitude': -71.8008148}",(774) 420-7107,42.2663861,-71.8008148,Restaurant
912,Root and Press,32,5.0,"'623 Chandler St', 'Worcester, MA 01602'",01602,Worcester,"{'latitude': 42.27627, 'longitude': -71.852014}",(774) 823-3878,42.27627,-71.852014,Restaurant
913,Samuel Slater's Restaurant,86,4.0,"'200 Gore Rd', 'Webster, MA 01570'",01570,Webster,"{'latitude': 42.051621, 'longitude': -71.841277}",(508) 943-1639,42.051621,-71.841277,Restaurant
914,Fresh City,32,2.0,"'1-90 Massachusetts Turnpike', 'Charlton Mass Pike E', 'Charlton, MA 01507'",01507,Charlton,"{'latitude': 42.156628, 'longitude': -71.964096}",(508) 248-0663,42.156628,-71.964096,Restaurant
915,Doughnuts & Draughts,23,4.5,"'255 Main St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.26674, 'longitude': -71.80042}",(508) 791-8080,42.26674,-71.80042,Restaurant
916,The Boynton Restaurant & Spirits,676,4.0,"'117 Highland St', 'Worcester, MA 01609'",01609,Worcester,"{'latitude': 42.2707328796387, 'longitude': -71.8073577880859}",(508) 756-5432,42.2707328796387,-71.8073577880859,Restaurant
917,Choose And Mix,187,4.5,"'5 E Mountain St', 'Worcester, MA 01606'",01606,Worcester,"{'latitude': 42.324012, 'longitude': -71.792924}",(774) 530-6123,42.324012,-71.792924,Restaurant
918,Fatima's Cafe,291,5.0,"'43 W Boylston St', 'Worcester, MA 01605'",01605,Worcester,"{'latitude': 42.2905981, 'longitude': -71.8062301}",(508) 762-9797,42.2905981,-71.8062301,Restaurant
919,Glazy Susan,32,4.0,"'50 Foster St', 'REIGNcafe', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.26455207501407, 'longitude': -71.7991007242167}",,42.26455207501407,-71.7991007242167,Restaurant
920,Chashu Ramen & Izakaya,96,4.5,"'38 Franklin St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.2615767, 'longitude': -71.8014082}",(508) 304-7183,42.2615767,-71.8014082,Restaurant
921,Shawarma Palace,414,5.0,"'20 Franklin St', 'Worcester, MA 01609'",01609,Worcester,"{'latitude': 42.26187, 'longitude': -71.80212}",(508) 755-6500,42.26187,-71.80212,Restaurant
922,Monti Farms & Deli,10,5.0,"'194 Worcester Rd', 'Princeton, MA 01541'",01541,Princeton,"{'latitude': 42.4228106, 'longitude': -71.8783023}",(919) 428-4758,42.4228106,-71.8783023,Restaurant
923,BirchTree Bread Company,576,4.5,"'138 Green St', 'Ste 5', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.25647, 'longitude': -71.79764}",(774) 243-6944,42.25647,-71.79764,Restaurant
924,One Love Ma Maebelle’s Cafe,16,4.5,"'160 Green St', 'Ste 3', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.25584737785296, 'longitude': -71.79774722331543}",(774) 272-3969,42.25584737785296,-71.79774722331543,Restaurant
925,Island Fin Poke,104,4.5,"'41 Park Ave', 'Ste 2', 'Worcester, MA 01605'",01605,Worcester,"{'latitude': 42.282343, 'longitude': -71.807828}",(508) 304-6809,42.282343,-71.807828,Restaurant
926,Aladdin,32,4.5,"'320 Pleasant St', 'Worcester, MA 01609'",01609,Worcester,"{'latitude': 42.2637815, 'longitude': -71.8131789}",(508) 304-9740,42.2637815,-71.8131789,Restaurant
927,J Anthony's Italian Grill,115,2.5,"'917 Southbridge St', 'Auburn, MA 01501'",01501,Auburn,"{'latitude': 42.17315, 'longitude': -71.87819}",(508) 832-9705,42.17315,-71.87819,Restaurant
928,O'Connor's Restaurant & Bar,354,4.0,"'1160 W Boylston St', 'Worcester, MA 01606'",01606,Worcester,"{'latitude': 42.33589, 'longitude': -71.78877}",(508) 853-0789,42.33589,-71.78877,Restaurant
929,Maddi's Cookery & Taphouse,186,4.0,"'64 Water St', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.257, 'longitude': -71.79576}",(508) 459-1080,42.257,-71.79576,Restaurant
930,Subway,2,4.0,"'1199 Main St', 'Leicester, MA 01524'",01524,Leicester,"{'latitude': 42.2447087976669, 'longitude': -71.914986594792}",(508) 892-4421,42.2447087976669,-71.914986594792,Restaurant
931,Thai Cuisine,51,4.5,"'267 Main St', 'Webster, MA 01570'",01570,Webster,"{'latitude': 42.0495627, 'longitude': -71.8821079}",(508) 943-0369,42.0495627,-71.8821079,Restaurant
932,Pepe’s Taqueria,110,4.5,"'645 Chandler St', 'Worcester, MA 01602'",01602,Worcester,"{'latitude': 42.277663, 'longitude': -71.853122}",(508) 796-5796,42.277663,-71.853122,Restaurant
933,Bay State Shawarma and Grill,105,4.0,"'86 Water St', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.25662, 'longitude': -71.79612}",(508) 753-6000,42.25662,-71.79612,Restaurant
934,Peppercorn's Grille & Tavern,281,4.0,"'455 Park Ave', 'Worcester, MA 01610'",01610,Worcester,"{'latitude': 42.25437, 'longitude': -71.82534}",(508) 752-7711,42.25437,-71.82534,Restaurant
935,Armsby Abbey,871,4.0,"'144 Main St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.26872, 'longitude': -71.80087}",(508) 795-1012,42.26872,-71.80087,Restaurant
936,Mezcal Tequila Cantina,343,3.0,"'30 Major Taylor Blvd', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.2671854410799, 'longitude': -71.7979148717342}",(508) 926-8308,42.2671854410799,-71.7979148717342,Restaurant
937,Firebrand's Bar and Grill,74,3.5,"'8 Airport Rd', 'Dudley, MA 01571'",01571,Dudley,"{'latitude': 42.042627, 'longitude': -71.91253}",(508) 949-8881,42.042627,-71.91253,Restaurant
938,Taco Caliente,13,4.5,"'226 Chandler St', 'Worcester, MA 01609'",01609,Worcester,"{'latitude': 42.260981, 'longitude': -71.81948}",(508) 304-9043,42.260981,-71.81948,Restaurant
939,The Hangover Pub,377,4.0,"'102 Green St', 'Worcester, MA 01604'",01604,Worcester,"{'latitude': 42.257833281678, 'longitude': -71.7980602661798}",(508) 459-1511,42.257833281678,-71.7980602661798,Restaurant
940,7-Eleven,1,4.0,"'95 Main St', 'Webster, MA 01570'",01570,Webster,"{'latitude': 42.0493088, 'longitude': -71.8852897}",(508) 943-1799,42.0493088,-71.8852897,Restaurant
941,The Wagon Wheel Restaurant,152,4.0,"'39 French King Hwy', 'Gill, MA 01354'",01354,Gill,"{'latitude': 42.61201, 'longitude': -72.54543}",(413) 863-8210,42.61201,-72.54543,Restaurant
942,Green Fields Market,40,3.5,"'144 Main St', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.5881385803223, 'longitude': -72.6039352416992}",(413) 773-9567,42.5881385803223,-72.6039352416992,Restaurant
943,Ice Cream Alley,5,5.0,"'221 Main St', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.5878246, 'longitude': -72.6021372}",(413) 512-1418,42.5878246,-72.6021372,Restaurant
944,Subway,3,2.0,"'251 Mohawk Trl', 'Greenfield Plz S C', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.5873648, 'longitude': -72.626196}",(413) 774-3636,42.5873648,-72.626196,Restaurant
945,Applebee's Grill + Bar,32,3.5,"'141 Mohawk Trl', 'Greenfield, MA 01301'",01301,Greenfield,"{'latitude': 42.585115, 'longitude': -72.618677}",(413) 772-0079,42.585115,-72.618677,Restaurant
946,Deep Roots Street Food,49,4.5,"'4 Park Pl', 'Granby, CT 06035'",06035,Granby,"{'latitude': 41.9534587, 'longitude': -72.7884216}",(860) 653-6303,41.9534587,-72.7884216,Restaurant
947,Lion's Den Vegetarian Restaurant,23,4.5,"'3347 Main St', 'Hartford, CT 06120'",06120,Hartford,"{'latitude': 41.79713, 'longitude': -72.66339}",(860) 241-0220,41.79713,-72.66339,Restaurant
948,Rowley Grill & Tap,57,4.0,"'19 Rowley St', 'Winchester, CT 06098'",06098,Winchester,"{'latitude': 41.9199596665338, 'longitude': -73.0610806641403}",(860) 238-4999,41.9199596665338,-73.0610806641403,Restaurant
949,Mountainside Cafe,104,4.5,"'251 Rt 7 S', 'Falls Village, CT 06031'",06031,Falls Village,"{'latitude': 41.93927430626578, 'longitude': -73.35877186885448}",(860) 824-7876,41.93927430626578,-73.35877186885448,Restaurant
950,Mama Pho,36,4.0,"'242 Main St', 'Winsted, CT 06098'",06098,Winsted,"{'latitude': 41.92142278082018, 'longitude': -73.0663605}",(860) 909-1120,41.92142278082018,-73.0663605,Restaurant
951,The Winged Bear,90,3.5,"'775 Hopmeadow St', 'Simsbury, CT 06070'",06070,Simsbury,"{'latitude': 41.875625, 'longitude': -72.802015}",(860) 658-2295,41.875625,-72.802015,Restaurant
952,Metro Bis,91,4.0,"'690 Hopmeadow St', 'The Ensign House', 'Simsbury, CT 06070'",06070,Simsbury,"{'latitude': 41.87009, 'longitude': -72.80337}",(860) 651-1908,41.87009,-72.80337,Restaurant
953,110 Grill,61,4.0,"'110 Albany Turnpike', 'Ste 700', 'Canton, CT 06019'",06019,Canton,"{'latitude': 41.82397, 'longitude': -72.88457}",(860) 352-8960,41.82397,-72.88457,Restaurant
954,Sasso's Coal Fired Pizza,182,4.0,"'52 Main St', 'Torrington, CT 06790'",06790,Torrington,"{'latitude': 41.801449578182854, 'longitude': -73.12115409479769}",(860) 618-7162,41.801449578182854,-73.12115409479769,Restaurant
955,The Bean 226,87,4.5,"'226 Broad St', 'Windsor, CT 06095'",06095,Windsor,"{'latitude': 41.85169, 'longitude': -72.6444999}",(860) 219-0113,41.85169,-72.6444999,Restaurant
956,Antonio's Restaurant,68,4.0,"'1185 Hopmeadow St', 'Simsbury, CT 06070'",06070,Simsbury,"{'latitude': 41.89878, 'longitude': -72.787284}",(860) 651-3333,41.89878,-72.787284,Restaurant
957,TJ's Burritos,46,4.0,"'3 Turkey Hills Rd', 'East Granby, CT 06026'",06026,East Granby,"{'latitude': 41.942857, 'longitude': -72.728091}",(860) 413-3473,41.942857,-72.728091,Restaurant
958,Present Company,137,4.5,"'2 Tunxis Rd', 'Simsbury, CT 06081'",06081,Simsbury,"{'latitude': 41.9093173454749, 'longitude': -72.7612668649112}",(860) 658-7890,41.9093173454749,-72.7612668649112,Restaurant
959,Tiger Belly Noodle Bar,283,4.5,"'9 Mill Pond Dr', 'Granby, CT 06035'",06035,Granby,"{'latitude': 41.9340005389033, 'longitude': -72.7886202153442}",(860) 413-9323,41.9340005389033,-72.7886202153442,Restaurant
960,Pure Love Bakery,37,4.5,"'136 Simsbury Rd', 'Ste 16', 'Avon, CT 06001'",06001,Avon,"{'latitude': 41.8189778, 'longitude': -72.8293672}",(860) 409-0302,41.8189778,-72.8293672,Restaurant
961,Yosi Kitchen,1,4.0,"'598 Hayden Station Rd', 'Windsor, CT 06095'",06095,Windsor,"{'latitude': 41.901634, 'longitude': -72.651147}",(860) 688-6677,41.901634,-72.651147,Restaurant
962,Windsor Asian Bistro,186,4.5,"'700 Poquonock Ave', 'Windsor, CT 06095'",06095,Windsor,"{'latitude': 41.872979, 'longitude': -72.660183}",(860) 298-9577,41.872979,-72.660183,Restaurant
963,Popover Bistro & Bakery,280,4.0,"'928 Hopmeadow St', 'Simsbury, CT 06070'",06070,Simsbury,"{'latitude': 41.880545, 'longitude': -72.800015}",(860) 413-2392,41.880545,-72.800015,Restaurant
964,Noujaim’s Bistro,53,4.5,"'436 Main St', 'Winsted, CT 06098'",06098,Winsted,"{'latitude': 41.921001, 'longitude': -73.0717797}",(860) 379-0559,41.921001,-73.0717797,Restaurant
965,Pho 75,341,3.5,"'209 Ella Grasso Tpke', 'Windsor Locks, CT 06096'",06096,Windsor Locks,"{'latitude': 41.9289248161075, 'longitude': -72.6698180259079}",(860) 627-7575,41.9289248161075,-72.6698180259079,Restaurant
966,Salt 2.0,13,4.0,"'84 Main St', 'Torrington, CT 06790'",06790,Torrington,"{'latitude': 41.80225247367451, 'longitude': -73.1210286}",(860) 618-3245,41.80225247367451,-73.1210286,Restaurant
967,River's Edge Mediterranean Cuisine,76,4.0,"'210 West Main St', 'Avon, CT 06001'",06001,Avon,"{'latitude': 41.81229, 'longitude': -72.849001}",(860) 470-5720,41.81229,-72.849001,Restaurant
968,Golden Irene Restaurant,93,4.5,"'18 Mullen Rd', 'East Windsor, CT 06088'",06088,East Windsor,"{'latitude': 41.9386308571083, 'longitude': -72.5768561291264}",(860) 627-5971,41.9386308571083,-72.5768561291264,Restaurant
969,Mofongo,43,3.5,"'144B Broad St', 'Windsor, CT 06095'",06095,Windsor,"{'latitude': 41.853923, 'longitude': -72.6434}",(860) 219-0768,41.853923,-72.6434,Restaurant
970,The Green Papaya,129,4.5,"'160 Albany Tpke', 'Canton, CT 06019'",06019,Canton,"{'latitude': 41.8240417307406, 'longitude': -72.8931051027681}",(860) 693-9322,41.8240417307406,-72.8931051027681,Restaurant
971,Plan B Simsbury,276,4.0,"'4 Railroad St', 'Simsbury, CT 06070'",06070,Simsbury,"{'latitude': 41.87507, 'longitude': -72.80006}",(860) 658-4477,41.87507,-72.80006,Restaurant
972,Nardelli's Grinder Shoppe,31,3.5,"'1268 East Main St', 'Torrington, CT 06790'",06790,Torrington,"{'latitude': 41.8161184927768, 'longitude': -73.0934362768947}",(860) 482-5454,41.8161184927768,-73.0934362768947,Restaurant
973,AJ's Steak & Pizza,81,3.0,"'171 Torrington Rd', 'Goshen, CT 06756'",06756,Goshen,"{'latitude': 41.8361207, 'longitude': -73.2099835}",(860) 491-4733,41.8361207,-73.2099835,Restaurant
974,Villa Of Lebanon,234,4.5,"'575 John Fitch Blvd', 'South Windsor, CT 06074'",06074,South Windsor,"{'latitude': 41.8175154, 'longitude': -72.6103543}",(860) 757-3411,41.8175154,-72.6103543,Restaurant
975,Baker & The Brew,47,4.0,"'2 N Rd', 'East Windsor, CT 06088'",06088,East Windsor,"{'latitude': 41.9301247708764, 'longitude': -72.6047902568694}",(860) 623-0656,41.9301247708764,-72.6047902568694,Restaurant
976,Harvest Cafe and Bakery,216,4.0,"'1390 Hopmeadow St', 'Simsbury, CT 06070'",06070,Simsbury,"{'latitude': 41.90362, 'longitude': -72.78611}",(860) 658-5000,41.90362,-72.78611,Restaurant
977,Make It GF,4,4.0,"'50 Albany Turnpike', 'Bldg 1', 'Canton, CT 06019'",06019,Canton,"{'latitude': 41.822449, 'longitude': -72.876658}",(860) 693-1300,41.822449,-72.876658,Restaurant
978,Emerald's Eatery,29,3.0,"'1735 Ellington Rd', 'Unit 3', 'South Windsor, CT 06074'",06074,South Windsor,"{'latitude': 41.8258203759085, 'longitude': -72.5562157854438}",(860) 644-5194,41.8258203759085,-72.5562157854438,Restaurant
979,The Yarde Tavern,202,4.0,"'1658 King St', 'Enfield, CT 06082'",06082,Enfield,"{'latitude': 41.94223, 'longitude': -72.60347}",(860) 254-5778,41.94223,-72.60347,Restaurant
980,Hot Head Burritos,50,3.5,"'209 Ella Grasso Turnpike', 'Windsor Locks, CT 06096'",06096,Windsor Locks,"{'latitude': 41.928995, 'longitude': -72.669954}",(860) 623-4687,41.928995,-72.669954,Restaurant
981,Buckland Grill & Pizza,30,4.5,"'465 Buckland Rd', 'South Windsor, CT 06074'",06074,South Windsor,"{'latitude': 41.823411, 'longitude': -72.553678}",(860) 648-9523,41.823411,-72.553678,Restaurant
982,Artisanal Burger Company,615,4.0,"'1436 Pleasant Valley Rd', 'Manchester, CT 06042'",06042,Manchester,"{'latitude': 41.8044052, 'longitude': -72.561264}",(860) 644-0046,41.8044052,-72.561264,Restaurant
983,Subway Restaurants,1,5.0,"'1006 Sullivan Ave', 'South Windsor, CT 06074'",06074,South Windsor,"{'latitude': 41.8462319, 'longitude': -72.5609748257277}",(860) 644-9373,41.8462319,-72.5609748257277,Restaurant
984,Berkshire Country Store,48,4.5,"'6 Station Pl', 'Norfolk, CT 06058'",06058,Norfolk,"{'latitude': 41.99017, 'longitude': -73.19931}",(860) 542-7176,41.99017,-73.19931,Restaurant
985,The North House,226,4.0,"'1 Nod Rd', 'Avon, CT 06001'",06001,Avon,"{'latitude': 41.8053473063099, 'longitude': -72.8171528099591}",(860) 404-5951,41.8053473063099,-72.8171528099591,Restaurant
986,American Flatbread,172,4.0,"'110 Albany Tpke', 'Canton, CT 06019'",06019,Canton,"{'latitude': 41.82397, 'longitude': -72.88457}",(860) 693-3314,41.82397,-72.88457,Restaurant
987,Subway,6,4.5,"'645 Poquonock Ave', 'Ste C', 'Windsor, CT 06095'",06095,Windsor,"{'latitude': 41.871273, 'longitude': -72.6601682}",(860) 688-6880,41.871273,-72.6601682,Restaurant
988,Siam Corner Thai Kitchen & Pho,61,4.5,"'199 Broad St', 'Windsor, CT 06095'",06095,Windsor,"{'latitude': 41.8520598940856, 'longitude': -72.6440135389566}",(860) 298-8082,41.8520598940856,-72.6440135389566,Restaurant
989,Freshies Cafe,33,4.0,"'83 Salmon Brook St', 'Granby, CT 06035'",06035,Granby,"{'latitude': 41.9303913, 'longitude': -72.7904068}",(860) 413-9191,41.9303913,-72.7904068,Restaurant
